,Molecular Formula,Smiles,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Molecular Weight,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Grade
679,C35H32Cl2N4O6S,CCCCc1nn(-c2ccc(C(=O)OCC)cc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.51,0.25,2.16,6.84,707.64,6.69,129.36,9.0,1.0,2.0,12.0,0.14,8.52,7.58,5.0,48.0,10.0,1.0,2.0,706.1419999999999,3.0
680,C35H32Cl2N4O6S,CCCCc1nn(-c2ccc(C(=O)OCC)cc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.51,0.25,2.16,6.84,707.64,6.69,129.36,9.0,1.0,2.0,12.0,0.14,8.52,7.58,5.0,48.0,10.0,1.0,2.0,706.1419999999999,3.0
681,C31H33N7O3,CCCc1nc2ccc(N(C)C(=O)OCC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,15.73,0.29,3.21,7.3,551.65,5.47,118.89,8.0,1.0,2.0,9.0,0.26,5.87,5.03,5.0,41.0,10.0,1.0,2.0,551.2645,3.0
682,C38H29N7O4,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4ccc(C(=O)O)cc4)C(=O)c4ccccc4)cc3c2=O)cc1,12.64,0.23,2.34,6.02,647.7,5.85,136.1,9.0,1.0,2.0,9.0,0.21,5.26,3.06,7.0,49.0,11.0,1.0,3.0,647.2281,4.0
683,C28H33N7O2,CCCc1nc(C)c(CC(=O)N(CC)CC)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,499.62,3.81,109.66,7.0,1.0,0.0,10.0,0.36,3.43,1.99,4.0,37.0,9.0,1.0,0.0,499.2696,4.0
684,C36H33F4N5O5S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1F,13.62,0.26,3.13,7.46,723.75,6.72,132.16,8.0,2.0,2.0,12.0,0.14,7.91,6.97,5.0,51.0,10.0,2.0,2.0,723.2139,1.0
685,C36H33F4N5O5S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1F,13.61,0.26,3.13,7.46,723.75,6.72,132.16,8.0,2.0,2.0,12.0,0.14,7.91,6.97,5.0,51.0,10.0,2.0,2.0,723.2139,1.0
686,C36H33F4N5O5S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1F,13.62,0.26,3.13,7.46,723.75,6.72,132.16,8.0,2.0,2.0,12.0,0.14,7.91,6.97,5.0,51.0,10.0,2.0,2.0,723.2139,1.0
687,C34H40FN5O6S,CCc1nc2ccc(NC(=O)N(C)C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)COCC(C)C)cc1F,13.0,0.25,3.5,6.2,665.79,5.16,139.7,8.0,2.0,2.0,12.0,0.21,5.36,4.19,4.0,47.0,11.0,2.0,3.0,665.2683,3.0
688,C31H27F3N4O4S2,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2cccs2)cc1,14.09,0.28,2.74,8.76,640.71,6.29,103.06,8.0,1.0,2.0,10.0,0.19,7.75,6.8,5.0,44.0,8.0,1.0,2.0,640.1426,2.0
689,C36H33BrCl2FN5O5S,CCCCNC(=O)c1ccc(Br)c(-n2nc(CCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)c4cc(Cl)ccc4Cl)cc3F)c2=O)c1,11.44,0.25,1.8,7.08,817.56,7.56,132.16,8.0,2.0,2.0,13.0,0.12,9.03,8.09,5.0,51.0,10.0,2.0,2.0,815.0747,2.0
690,C36H33BrCl2FN5O5S,CCCCNC(=O)c1ccc(Br)c(-n2nc(CCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)c4cc(Cl)ccc4Cl)cc3F)c2=O)c1,11.44,0.25,1.8,7.08,817.56,7.56,132.16,8.0,2.0,2.0,13.0,0.12,9.03,8.09,5.0,51.0,10.0,2.0,2.0,815.0747,2.0
691,C36H33BrCl2FN5O5S,CCCCNC(=O)c1ccc(Br)c(-n2nc(CCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)c4cc(Cl)ccc4Cl)cc3F)c2=O)c1,11.44,0.25,1.8,7.08,817.56,7.56,132.16,8.0,2.0,2.0,13.0,0.12,9.03,8.09,5.0,51.0,10.0,2.0,2.0,815.0747,2.0
692,C30H27BrN6OS,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2C2=NN(c3ccccc3Br)[S+]([O-])N2)cc1,13.27,0.28,1.52,10.55,599.56,6.44,75.41,5.0,1.0,2.0,6.0,0.24,7.58,7.24,5.0,39.0,7.0,1.0,2.0,598.115,5.0
693,C34H35N5O4S,CCCC(=O)Nc1cnc2c(nc(CCC)n2Cc2ccc(-c3ccccc3S(=O)(=O)NC(=O)c3ccccc3)cc2)c1C,13.67,0.26,2.08,6.78,609.75,6.26,123.05,7.0,2.0,2.0,11.0,0.18,6.43,5.68,5.0,44.0,9.0,2.0,2.0,609.241,4.0
694,C28H27N7O3,CCCCc1nn(Cc2ccccc2C(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,509.57,4.03,131.58,8.0,2.0,1.0,10.0,0.29,6.76,2.19,5.0,38.0,10.0,2.0,1.0,509.2175,8.0
695,C28H27N7O3,CCCCc1nn(Cc2ccccc2C(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,509.57,4.03,131.58,8.0,2.0,1.0,10.0,0.29,6.76,2.19,5.0,38.0,10.0,2.0,1.0,509.2175,8.0
696,C28H27N7O3,CCCCc1nn(Cc2ccccc2C(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,509.57,4.03,131.58,8.0,2.0,1.0,10.0,0.29,6.76,2.19,5.0,38.0,10.0,2.0,1.0,509.2175,8.0
697,C28H27N7O3,CCCCc1nn(Cc2ccccc2C(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,12.38,0.23,2.28,4.8,509.57,4.03,131.58,8.0,2.0,1.0,10.0,0.29,6.76,2.19,5.0,38.0,10.0,2.0,1.0,509.2175,8.0
698,C28H32N6O3,CCCCc1nc(C)c(CCC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,500.6,4.29,115.65,8.0,1.0,1.0,11.0,0.31,4.46,3.03,4.0,37.0,9.0,1.0,1.0,500.2536,3.0
699,C29H35N7O2,CCCCc1nc(C)c(CC(=O)N(CC)CC)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,513.65,4.2,109.66,7.0,1.0,1.0,11.0,0.32,3.87,2.43,4.0,38.0,9.0,1.0,1.0,513.2852,5.0
700,C25H24ClN3O3,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(OC(C(=O)O)c2ccccc2Cl)cc1,17.78,0.34,2.48,10.36,449.94,5.52,77.24,5.0,1.0,1.0,7.0,0.4,5.03,2.31,4.0,32.0,6.0,1.0,1.0,449.1506,5.0
701,C32H27Cl2N5O6S,CCCCc1nn(-c2cc([N+](=O)[O-])ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,13.79,0.28,2.96,6.42,680.57,6.43,146.2,9.0,1.0,2.0,11.0,0.13,8.1,7.16,5.0,46.0,11.0,1.0,3.0,679.1059,2.0
702,C32H27Cl2N5O6S,CCCCc1nn(-c2cc([N+](=O)[O-])ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,13.79,0.28,2.96,6.42,680.57,6.43,146.2,9.0,1.0,2.0,11.0,0.13,8.1,7.16,5.0,46.0,11.0,1.0,3.0,679.1059,2.0
703,C35H35F3N4O4S,C=C1C2CCC(C2)C1C(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCCC)nn(-c3ccccc3C(F)(F)F)c2=O)cc1,14.15,0.27,2.89,9.13,664.75,6.52,103.06,7.0,1.0,2.0,10.0,0.19,7.7,6.76,4.0,47.0,8.0,1.0,2.0,664.2331,2.0
704,C27H24ClF3N4O4S,CCCCc1nn(-c2ccccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C(F)(F)F)cc1,15.11,0.31,3.85,8.69,593.03,5.11,103.06,7.0,1.0,2.0,9.0,0.29,6.84,5.9,4.0,40.0,8.0,1.0,2.0,592.1159,3.0
705,C31H31F3N4O4S3,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2(C)SCCS2)cc1,14.27,0.29,3.55,9.37,676.81,6.11,103.06,9.0,1.0,2.0,10.0,0.22,7.52,6.58,4.0,45.0,8.0,1.0,2.0,676.1460000000001,1.0
706,C38H32N4O5S,CCCc1nc2ccc(NC(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,13.71,0.26,2.56,7.08,656.76,6.44,127.23,7.0,2.0,2.0,10.0,0.17,7.41,6.3,6.0,48.0,9.0,2.0,2.0,656.2093,3.0
707,C38H32N4O5S,CCCc1nc2ccc(NC(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,13.7,0.26,2.56,7.07,656.76,6.44,127.23,7.0,2.0,2.0,10.0,0.17,7.41,6.3,6.0,48.0,9.0,2.0,2.0,656.2093,3.0
708,C35H39F4N5O5S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)CC(C)(C)C)cc1F,13.51,0.26,2.86,7.34,717.79,6.84,132.16,8.0,2.0,2.0,12.0,0.15,7.79,6.85,4.0,50.0,10.0,2.0,2.0,717.2608,1.0
709,C35H39F4N5O5S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)CC(C)(C)C)cc1F,13.51,0.26,2.86,7.34,717.79,6.84,132.16,8.0,2.0,2.0,12.0,0.15,7.79,6.85,4.0,50.0,10.0,2.0,2.0,717.2608,1.0
710,C35H39F4N5O5S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)CC(C)(C)C)cc1F,13.51,0.26,2.86,7.34,717.79,6.84,132.16,8.0,2.0,2.0,12.0,0.15,7.79,6.85,4.0,50.0,10.0,2.0,2.0,717.2608,1.0
711,C28H27ClN4O3S,CCCCc1nnc(SCc2ccccc2Cl)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,14.06,0.28,0.95,7.75,535.07,6.57,97.11,6.0,2.0,2.0,11.0,0.21,6.44,3.36,4.0,37.0,7.0,2.0,2.0,534.1492,5.0
712,C28H27ClN4O3S,CCCCc1nnc(SCc2ccccc2Cl)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,14.06,0.28,0.95,7.75,535.07,6.57,97.11,6.0,2.0,2.0,11.0,0.21,6.44,3.36,4.0,37.0,7.0,2.0,2.0,534.1492,5.0
713,C35H40ClFN4O6S,CCCCC(=O)c1ccc(Cl)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,12.93,0.26,1.57,6.99,699.24,7.47,129.36,9.0,1.0,2.0,13.0,0.14,8.67,7.73,4.0,48.0,10.0,1.0,2.0,698.2341,2.0
714,C35H40ClFN4O6S,CCCCC(=O)c1ccc(Cl)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,12.93,0.26,1.57,6.99,699.24,7.47,129.36,9.0,1.0,2.0,13.0,0.14,8.67,7.73,4.0,48.0,10.0,1.0,2.0,698.2341,2.0
715,C35H40ClFN4O6S,CCCCC(=O)c1ccc(Cl)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,12.93,0.26,1.57,6.99,699.24,7.47,129.36,9.0,1.0,2.0,13.0,0.14,8.67,7.73,4.0,48.0,10.0,1.0,2.0,698.2341,2.0
716,C29H29N7O3,CCCCc1nn(Cc2ccccc2C(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,523.6,4.12,120.58,9.0,1.0,1.0,10.0,0.27,7.24,5.98,5.0,39.0,10.0,1.0,1.0,523.2332,5.0
717,C29H29N7O3,CCCCc1nn(Cc2ccccc2C(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,15.2,0.28,3.84,6.6,523.6,4.12,120.58,9.0,1.0,1.0,10.0,0.27,7.24,5.98,5.0,39.0,10.0,1.0,1.0,523.2332,5.0
718,C29H29N7O3,CCCCc1nn(Cc2ccccc2C(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,523.6,4.12,120.58,9.0,1.0,1.0,10.0,0.27,7.24,5.98,5.0,39.0,10.0,1.0,1.0,523.2332,5.0
719,C29H33N7O2,CCCCc1nc(C)c(CC(=O)N2CCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,511.63,3.95,109.66,7.0,1.0,1.0,9.0,0.36,3.58,2.12,4.0,38.0,9.0,1.0,1.0,511.2696,3.0
720,C37H28ClN7O2,Cc1nc2ccc(N(Cc3ccccc3Cl)C(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,9.54,0.18,-1.01,5.55,638.13,7.1,109.66,7.0,1.0,2.0,8.0,0.19,6.98,6.15,7.0,47.0,9.0,1.0,2.0,637.1993,8.0
721,C28H27N11S,CCCCc1nnc(SCc2ccccc2-c2nn[nH]n2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.11,0.3,3.86,6.34,549.67,4.99,139.63,10.0,2.0,1.0,11.0,0.21,6.97,4.46,6.0,40.0,11.0,2.0,2.0,549.2172,3.0
722,C32H40N6O4S,CCCCNC(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCC)nc3c(C)c(NC(=O)CCC)cnc32)cc1,13.83,0.27,2.44,6.19,604.78,5.93,135.08,7.0,3.0,2.0,13.0,0.16,5.8,5.04,4.0,43.0,10.0,3.0,2.0,604.2832,4.0
723,C36H35Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)C(C)C)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,13.52,0.27,2.63,7.37,720.68,7.11,132.16,8.0,2.0,2.0,12.0,0.14,8.64,7.7,5.0,49.0,10.0,2.0,2.0,719.1736,1.0
724,C36H35Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)C(C)C)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,13.52,0.27,2.63,7.37,720.68,7.11,132.16,8.0,2.0,2.0,12.0,0.14,8.64,7.7,5.0,49.0,10.0,2.0,2.0,719.1736,1.0
725,C23H22N8,CCCc1nc2c(C)ccnc2n1Cc1ccc(-c2cccnc2-c2nn[nH]n2)cc1,17.59,0.32,3.24,7.36,410.49,3.98,98.06,7.0,1.0,0.0,6.0,0.45,4.95,3.52,5.0,31.0,8.0,1.0,0.0,410.1967,6.0
726,C42H39N7O3,CCCCCN(C(=O)c1ccc(OCc2ccccc2)cc1)c1ccc2ncn(Cc3ccc(-c4ccccc4-c4nnnn4C)cc3)c(=O)c2c1,11.71,0.21,0.36,7.48,689.82,7.72,108.03,9.0,0.0,2.0,13.0,0.11,8.02,8.01,7.0,52.0,10.0,0.0,2.0,689.3114,4.0
727,C26H23ClN6O,CCCCc1nc2ccc(Cl)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.0,0.3,2.25,8.44,470.96,5.29,89.35,6.0,1.0,1.0,7.0,0.35,5.88,5.01,5.0,34.0,7.0,1.0,1.0,470.1622,5.0
728,C26H23ClN6O,CCCCc1nc2ccc(Cl)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.0,0.3,2.25,8.44,470.96,5.29,89.35,6.0,1.0,1.0,7.0,0.35,5.88,5.01,5.0,34.0,7.0,1.0,1.0,470.1622,5.0
729,C27H26N4O3,CCCCc1nnc(-c2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,13.27,0.24,0.74,6.21,454.53,5.29,97.11,5.0,2.0,1.0,9.0,0.36,4.86,1.85,4.0,34.0,7.0,2.0,1.0,454.2005,8.0
730,C27H26N4O3,CCCCc1nnc(-c2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,13.27,0.24,0.74,6.21,454.53,5.29,97.11,5.0,2.0,1.0,9.0,0.36,4.86,1.85,4.0,34.0,7.0,2.0,1.0,454.2005,8.0
731,C28H24F6N4O4S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C(F)(F)F)cc1,14.52,0.29,3.62,8.83,626.58,5.48,103.06,7.0,1.0,2.0,9.0,0.25,7.11,6.17,4.0,43.0,8.0,1.0,2.0,626.1422,2.0
732,C36H29N7O2S,CCc1nc2ccc(N(Cc3ccccc3)C(=O)c3cccs3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,10.74,0.2,-0.06,6.11,623.74,6.76,109.66,8.0,1.0,2.0,9.0,0.19,6.97,6.15,7.0,46.0,9.0,1.0,2.0,623.2103,7.0
733,C37H30N8O2,CCc1nc2ccc(N(Cc3ccccc3)C(=O)c3ccncc3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,10.94,0.2,0.67,5.52,618.7,6.1,122.55,8.0,1.0,2.0,9.0,0.21,5.82,5.0,7.0,47.0,10.0,1.0,2.0,618.2492,7.0
734,C33H31N7O3,CCCCCN(C(=O)c1ccco1)c1ccc2ncn(Cc3ccc(-c4ccccc4-c4nnnn4C)cc3)c(=O)c2c1,14.81,0.27,2.76,7.59,573.66,5.73,111.94,9.0,0.0,2.0,10.0,0.19,5.51,5.51,6.0,43.0,10.0,0.0,2.0,573.2488,4.0
735,C32H38N4O4S,CCCCc1nc2ccc(C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NC(C)C)cc1,14.36,0.27,2.28,7.49,574.75,5.97,110.16,6.0,2.0,2.0,10.0,0.24,6.84,5.77,4.0,41.0,8.0,2.0,2.0,574.2614,4.0
736,C34H42N4O4S,CCCCc1nc2ccc(C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)CCCCCN)cc1,13.86,0.27,2.46,6.73,602.8,5.9,124.15,7.0,2.0,2.0,14.0,0.17,5.41,5.4,4.0,43.0,8.0,3.0,2.0,602.2927,4.0
737,C29H30N4O5S,CCCCc1nnc([S+]([O-])Cc2ccc(OC)cc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,14.87,0.28,3.19,6.59,546.65,4.94,123.41,7.0,2.0,1.0,12.0,0.26,4.24,0.96,4.0,39.0,9.0,2.0,1.0,546.1937,4.0
738,C29H30N4O5S,CCCCc1nnc([S+]([O-])Cc2ccc(OC)cc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,14.87,0.28,3.19,6.59,546.65,4.94,123.41,7.0,2.0,1.0,12.0,0.26,4.24,0.96,4.0,39.0,9.0,2.0,1.0,546.1937,4.0
739,C35H41ClFN5O6S,CCCCNC(=O)c1ccc(Cl)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,13.65,0.27,3.12,6.9,714.26,6.63,141.39,9.0,2.0,2.0,13.0,0.15,7.92,6.98,4.0,49.0,11.0,2.0,3.0,713.245,1.0
740,C35H41ClFN5O6S,CCCCNC(=O)c1ccc(Cl)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,13.68,0.27,3.14,6.91,714.26,6.63,141.39,9.0,2.0,2.0,13.0,0.15,7.92,6.98,4.0,49.0,11.0,2.0,3.0,713.245,1.0
741,C35H41ClFN5O6S,CCCCNC(=O)c1ccc(Cl)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,13.68,0.27,3.14,6.91,714.26,6.63,141.39,9.0,2.0,2.0,13.0,0.15,7.92,6.98,4.0,49.0,11.0,2.0,3.0,713.245,1.0
742,C26H24ClN7O,CCCCc1nn(-c2cccc(Cl)c2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,485.98,4.93,94.28,7.0,1.0,0.0,8.0,0.34,7.68,6.41,5.0,35.0,8.0,1.0,0.0,485.1731,7.0
743,C26H24ClN7O,CCCCc1nn(-c2cccc(Cl)c2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,485.98,4.93,94.28,7.0,1.0,0.0,8.0,0.34,7.68,6.41,5.0,35.0,8.0,1.0,0.0,485.1731,7.0
744,C26H24ClN7O,CCCCc1nn(-c2cccc(Cl)c2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.24,0.27,1.99,7.34,485.98,4.93,94.28,7.0,1.0,0.0,8.0,0.34,7.68,6.41,5.0,35.0,8.0,1.0,0.0,485.1731,7.0
745,C23H22N8,CCCc1nc2c(C)ccnc2n1Cc1ccc(-c2ncccc2-c2nn[nH]n2)cc1,16.9,0.31,2.96,7.07,410.49,3.98,98.06,7.0,1.0,0.0,6.0,0.45,4.95,3.62,5.0,31.0,8.0,1.0,0.0,410.1967,7.0
746,C37H38N4O6S,CCCc1nc2ccc(NC(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1,14.18,0.27,2.68,6.93,666.8,6.78,136.46,8.0,2.0,2.0,12.0,0.15,7.89,6.68,5.0,48.0,10.0,2.0,2.0,666.2512,2.0
747,C31H33N7O3,CCCCc1nc2ccc(NC(=O)OCC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,15.22,0.28,2.56,6.58,551.65,5.84,127.68,8.0,2.0,2.0,10.0,0.22,6.47,5.61,5.0,41.0,10.0,2.0,2.0,551.2645,4.0
748,C31H33N7O3,CCCCc1nc2ccc(NC(=O)OCC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,15.94,0.29,2.96,6.89,551.65,5.84,127.68,8.0,2.0,2.0,10.0,0.22,6.47,5.61,5.0,41.0,10.0,2.0,2.0,551.2645,4.0
749,C31H33N7O3,CCCCc1nc2ccc(NC(=O)OCC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.85,0.27,2.35,6.42,551.65,5.84,127.68,8.0,2.0,2.0,10.0,0.22,6.47,5.61,5.0,41.0,10.0,2.0,2.0,551.2645,4.0
750,C31H29N7O,CCCCc1nn(Cc2cccc3ccccc23)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,515.62,5.48,94.28,7.0,1.0,2.0,9.0,0.28,8.19,6.92,6.0,39.0,8.0,1.0,2.0,515.2434,6.0
751,C29H33N7O2S,CCCCc1nc(C)c(CC(=O)N2CCSCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,543.7,3.91,109.66,8.0,1.0,1.0,9.0,0.34,3.55,2.08,4.0,39.0,9.0,1.0,1.0,543.2416,3.0
752,C26H25N7O,CCCCc1nn(-c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,451.53,4.27,94.28,7.0,1.0,0.0,8.0,0.38,7.11,5.85,5.0,34.0,8.0,1.0,0.0,451.2121,5.0
753,C26H25N7O,CCCCc1nn(-c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,451.53,4.27,94.28,7.0,1.0,0.0,8.0,0.38,7.11,5.85,5.0,34.0,8.0,1.0,0.0,451.2121,5.0
754,C26H25N7O,CCCCc1nn(-c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.96,0.31,3.39,8.12,451.53,4.27,94.28,7.0,1.0,0.0,8.0,0.38,7.11,5.85,5.0,34.0,8.0,1.0,0.0,451.2121,5.0
755,C31H27F3N4O5S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccoc2)cc1,13.46,0.26,2.59,7.24,624.64,5.82,116.2,8.0,1.0,2.0,10.0,0.21,6.97,6.03,5.0,44.0,9.0,1.0,2.0,624.1654,4.0
756,C33H31F3N4O5S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2oc(C)cc2C)cc1,14.8,0.29,3.22,8.31,652.7,6.44,116.2,8.0,1.0,2.0,10.0,0.19,7.61,6.66,5.0,46.0,9.0,1.0,2.0,652.1967,1.0
757,C36H35BrFN5O6S,CCCc1nn(-c2cc(NC(=O)c3ccccc3)ccc2Br)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,12.58,0.26,2.55,6.8,764.67,7.07,141.39,9.0,2.0,2.0,10.0,0.16,8.33,7.39,5.0,50.0,11.0,2.0,3.0,763.1475,1.0
758,C36H35BrFN5O6S,CCCc1nn(-c2cc(NC(=O)c3ccccc3)ccc2Br)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,12.58,0.26,2.55,6.8,764.67,7.07,141.39,9.0,2.0,2.0,10.0,0.16,8.33,7.39,5.0,50.0,11.0,2.0,3.0,763.1475,1.0
759,C36H35BrFN5O6S,CCCc1nn(-c2cc(NC(=O)c3ccccc3)ccc2Br)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,12.58,0.26,2.55,6.8,764.67,7.07,141.39,9.0,2.0,2.0,10.0,0.16,8.33,7.39,5.0,50.0,11.0,2.0,3.0,763.1475,1.0
